"baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl.id","gene.symbol","gene.description"
637.810975170035,-11.307966069525,1.50251869020948,2.71442739671093e-17,4.62952055431422e-15,"ENSMUSG00000069049","Eif2s3y","eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked [Source:MGI Symbol;Acc:MGI:1349430]"
1499.80480222147,-10.046463262194,0.962437293161812,1.4191367864661e-27,4.70627806889535e-25,"ENSMUSG00000069045","Ddx3y","DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked [Source:MGI Symbol;Acc:MGI:1349406]"
169.301214225383,-8.55627057760907,0.992921827241662,6.52869520434874e-17,1.05329615963493e-14,"ENSMUSG00000056673","Kdm5d","lysine (K)-specific demethylase 5D [Source:MGI Symbol;Acc:MGI:99780]"
16.0995043660029,-7.70736693844636,2.77189246969213,1.52950018942287e-07,5.60128617427092e-06,"ENSMUSG00000025407","Gli1","GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]"
11.9853112374635,-7.06544824701373,2.75807463935733,2.59842042118032e-06,6.74384244963727e-05,"ENSMUSG00000036357","Gpr101","G protein-coupled receptor 101 [Source:MGI Symbol;Acc:MGI:2685211]"
35.358972667386,-5.83901153996295,1.00754765706448,2.34863189551889e-09,1.34374760335311e-07,"ENSMUSG00000101940","Akp-ps1","alkaline phosphatase pseudogene 1 [Source:MGI Symbol;Acc:MGI:87981]"
48.4604312364665,-4.79946167520832,0.68728319266389,3.15011039285561e-13,3.41891981304595e-11,"ENSMUSG00000025496","Drd4","dopamine receptor D4 [Source:MGI Symbol;Acc:MGI:94926]"
13.7173267510877,-4.52678695406291,1.64689736295072,5.96913258442769e-05,0.00103681111854443,"ENSMUSG00000004296","Il12b","interleukin 12b [Source:MGI Symbol;Acc:MGI:96540]"
78.9340902425224,-4.24907692971432,0.511419766182013,3.95073707045399e-18,7.69019559322717e-16,"ENSMUSG00000021575","Ahrr","aryl-hydrocarbon receptor repressor [Source:MGI Symbol;Acc:MGI:1333776]"
51.5509533892746,-4.02638194214843,0.580336364651317,2.68638343484655e-13,2.96961447847111e-11,"ENSMUSG00000066189","Cacng3","calcium channel, voltage-dependent, gamma subunit 3 [Source:MGI Symbol;Acc:MGI:1859165]"
66.7090492527588,-4.02464287394094,0.556285896499565,1.27481619891562e-14,1.67863297721919e-12,"ENSMUSG00000032818","Loxhd1","lipoxygenase homology domains 1 [Source:MGI Symbol;Acc:MGI:1914609]"
609.974834084683,-3.93851296389072,0.259767886784064,2.09189768391307e-54,2.49744691490101e-51,"ENSMUSG00000034353","Ramp1","receptor (calcitonin) activity modifying protein 1 [Source:MGI Symbol;Acc:MGI:1858418]"
9.16871373712691,-3.88358596369299,1.55249708464877,0.00052101385567325,0.00632992953011979,"ENSMUSG00000027832","Ptx3","pentraxin related gene [Source:MGI Symbol;Acc:MGI:104641]"
348.483953800756,-3.83305500912777,0.252641649951328,3.19790702999451e-53,3.57925744332136e-50,"ENSMUSG00000026822","Lcn2","lipocalin 2 [Source:MGI Symbol;Acc:MGI:96757]"
29.5327986696271,-3.80208384391531,0.826704824607299,1.17673522405581e-07,4.44744054807594e-06,"ENSMUSG00000091712","Sec14l5","SEC14-like lipid binding 5 [Source:MGI Symbol;Acc:MGI:3616084]"
77.2759069518813,-3.72452697789707,0.554747089304239,3.25973583156665e-13,3.49552989650871e-11,"ENSMUSG00000000214","Th","tyrosine hydroxylase [Source:MGI Symbol;Acc:MGI:98735]"
283.677288261626,-3.66292586363534,0.267505531056821,4.70106060662179e-44,4.20932966716915e-41,"ENSMUSG00000078612","Fyb2","FYN binding protein 2 [Source:MGI Symbol;Acc:MGI:2685466]"
57.5781512596157,-3.63272966544493,0.553632874521391,1.78172021832442e-12,1.77261364831965e-10,"ENSMUSG00000066361","Serpina3c","serine (or cysteine) peptidase inhibitor, clade A, member 3C [Source:MGI Symbol;Acc:MGI:102848]"
22.5027829499393,-3.41140790251829,0.826814993137636,1.99387049199155e-06,5.31342749562271e-05,"ENSMUSG00000019767","Ccdc170","coiled-coil domain containing 170 [Source:MGI Symbol;Acc:MGI:2685067]"
10.801370352151,-3.38937794148528,1.46433497230849,0.000490572921136456,0.00603792431045475,"ENSMUSG00000073418","C4b","complement component 4B (Chido blood group) [Source:MGI Symbol;Acc:MGI:88228]"
52.0267929916506,-3.30570761996616,0.562376992855701,1.09455760452778e-10,8.06639406661871e-09,"ENSMUSG00000050074","Spink8","serine peptidase inhibitor, Kazal type 8 [Source:MGI Symbol;Acc:MGI:1925959]"
2272.81397607531,-3.30497247499966,0.165000510165894,1.10596230943571e-90,3.30092883956244e-87,"ENSMUSG00000030111","A2m","alpha-2-macroglobulin [Source:MGI Symbol;Acc:MGI:2449119]"
23.6345752561914,-3.27648915440427,0.799037457852956,2.1853160587881e-06,5.77207079362497e-05,"ENSMUSG00000074934","Grem1","gremlin 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1344337]"
197.039459202303,-3.26989367306692,0.312512977522042,3.12322702116213e-27,9.98763383838775e-25,"ENSMUSG00000024593","Megf10","multiple EGF-like-domains 10 [Source:MGI Symbol;Acc:MGI:2685177]"
488.153772985635,-3.24134433651829,0.248493876526013,6.24450543543415e-41,4.14172604954647e-38,"ENSMUSG00000021070","Bdkrb2","bradykinin receptor, beta 2 [Source:MGI Symbol;Acc:MGI:102845]"
189.40811111742,-3.18364565228688,0.287034812715088,7.86279068136526e-30,3.12904123381976e-27,"ENSMUSG00000055471","Alk","anaplastic lymphoma kinase [Source:MGI Symbol;Acc:MGI:103305]"
10.9460855336358,-3.13824523944544,1.32664720563313,0.000567589648919764,0.00679363765444822,"ENSMUSG00000018620","Mmp20","matrix metallopeptidase 20 (enamelysin) [Source:MGI Symbol;Acc:MGI:1353466]"
